Date,AAPL,T,LMT,XOM,,,,,,,,,,
7/27/2017 16:00:00,37.64,29.43,288.13,80.83,,,,,,,,,,
7/28/2017 16:00:00,37.38,29.43,290.41,79.6,,,,,,,,,,
7/31/2017 16:00:00,37.18,29.34,292.13,80.04,,,,,,,,,,
8/1/2017 16:00:00,37.51,28.88,292.65,80.17,,,,,,,,,,
8/2/2017 16:00:00,39.28,28.89,294.7,80.6,,,,,,,,,,
8/3/2017 16:00:00,38.89,29,295.82,80.49,,,,,,,,,,
8/4/2017 16:00:00,39.1,29.07,297,80.21,,,,,,,,,,
8/7/2017 16:00:00,39.7,28.95,297.15,80.16,,,,,,,,,,
8/8/2017 16:00:00,40.02,28.95,300.1,79.96,,,,,,,,,,
8/9/2017 16:00:00,40.27,28.82,305.22,80.21,,,,,,,,,,
8/10/2017 16:00:00,38.83,28.75,303.25,78.97,,,,,,,,,,
8/11/2017 16:00:00,39.37,29.06,303.75,78.21,,,,,,,,,,
8/14/2017 16:00:00,39.96,28.8,307.58,78.23,,,,,,,,,,
8/15/2017 16:00:00,40.4,28.85,306.2,78.04,,,,,,,,,,
8/16/2017 16:00:00,40.24,28.38,305.8,77.47,,,,,,,,,,
8/17/2017 16:00:00,39.47,28.2,301.42,76.26,,,,,,,,,,
8/18/2017 16:00:00,39.38,28.36,299.2,76.64,,,,,,,,,,
8/21/2017 16:00:00,39.3,28.66,301.88,76.38,,,,,,,,,,
8/22/2017 16:00:00,39.95,28.62,304.8,76.74,,,,,,,,,,
8/23/2017 16:00:00,39.99,28.44,302.84,76.61,,,,,,,,,,
8/24/2017 16:00:00,39.82,28.67,302.6,76.33,,,,,,,,,,
8/25/2017 16:00:00,39.97,28.63,302.8,76.72,,,,,,,,,,
8/28/2017 16:00:00,40.37,28.57,303.61,76.47,,,,,,,,,,
8/29/2017 16:00:00,40.73,28.43,308.14,76.45,,,,,,,,,,
8/30/2017 16:00:00,40.84,28.27,306.3,76.1,,,,,,,,,,
8/31/2017 16:00:00,41,28.29,305.39,76.33,,,,,,,,,,
9/1/2017 16:00:00,41.01,27.99,302.19,76.57,,,,,,,,,,
9/5/2017 16:00:00,40.52,27.6,302.2,77.18,,,,,,,,,,
9/6/2017 16:00:00,40.48,26.87,301.45,78.78,,,,,,,,,,
9/7/2017 16:00:00,40.32,26.86,302.35,79.03,,,,,,,,,,
9/8/2017 16:00:00,39.66,26.97,302.9,78.82,,,,,,,,,,
9/11/2017 16:00:00,40.38,27.37,304.48,79.25,,,,,,,,,,
9/12/2017 16:00:00,40.22,27.58,303.73,79.5,,,,,,,,,,
9/13/2017 16:00:00,39.91,27.41,300.2,79.77,,,,,,,,,,
9/14/2017 16:00:00,39.57,28,301.34,80.09,,,,,,,,,,
9/15/2017 16:00:00,39.97,28.24,302.3,80.07,,,,,,,,,,
9/18/2017 16:00:00,39.67,28.84,303.8,80.09,,,,,,,,,,
9/19/2017 16:00:00,39.68,29,305.65,80.22,,,,,,,,,,
9/20/2017 16:00:00,39.02,28.84,307.9,80.55,,,,,,,,,,
9/21/2017 16:00:00,38.35,29.12,308.01,79.89,,,,,,,,,,
9/22/2017 16:00:00,37.97,29.52,308.54,79.92,,,,,,,,,,
9/25/2017 16:00:00,37.64,29.22,306.85,80.98,,,,,,,,,,
9/26/2017 16:00:00,38.28,29.26,309.58,80.89,,,,,,,,,,
9/27/2017 16:00:00,38.56,29.46,310.13,81.43,,,,,,,,,,
9/28/2017 16:00:00,38.32,29.56,309.13,82.19,,,,,,,,,,
9/29/2017 16:00:00,38.53,29.52,310.29,81.98,,,,,,,,,,
10/2/2017 16:00:00,38.45,29.8,311.33,81.63,,,,,,,,,,
10/3/2017 16:00:00,38.62,29.81,312.86,81.76,,,,,,,,,,
10/4/2017 16:00:00,38.37,29.82,313.02,81.79,,,,,,,,,,
10/5/2017 16:00:00,38.85,29.12,314.58,82.02,,,,,,,,,,
10/6/2017 16:00:00,38.83,28.9,316.46,81.71,,,,,,,,,,
10/9/2017 16:00:00,38.96,29.06,317.3,82.03,,,,,,,,,,
10/10/2017 16:00:00,38.98,28.82,317.71,82.26,,,,,,,,,,
10/11/2017 16:00:00,39.14,27.06,318.59,82.6,,,,,,,,,,
10/12/2017 16:00:00,39,26.94,321.15,82.43,,,,,,,,,,
10/13/2017 16:00:00,39.25,27.3,319.39,82.41,,,,,,,,,,
10/16/2017 16:00:00,39.97,27.34,318.94,82.81,,,,,,,,,,
10/17/2017 16:00:00,40.12,26.95,318.27,82.96,,,,,,,,,,
10/18/2017 16:00:00,39.94,26.93,315.57,82.76,,,,,,,,,,
10/19/2017 16:00:00,38.99,26.82,316.84,82.74,,,,,,,,,,
10/20/2017 16:00:00,39.06,26.6,320,83.11,,,,,,,,,,
10/23/2017 16:00:00,39.04,26.31,320.73,83.24,,,,,,,,,,
10/24/2017 16:00:00,39.28,25.27,313.15,83.47,,,,,,,,,,
10/25/2017 16:00:00,39.1,25.42,312.43,83.17,,,,,,,,,,
10/26/2017 16:00:00,39.35,25.64,307.89,83.47,,,,,,,,,,
10/27/2017 16:00:00,40.76,25.31,308,83.71,,,,,,,,,,
10/30/2017 16:00:00,41.68,25.4,308.63,83.54,,,,,,,,,,
10/31/2017 16:00:00,42.26,25.32,308.16,83.35,,,,,,,,,,
11/1/2017 16:00:00,41.72,25.03,306.6,83.87,,,,,,,,,,
11/2/2017 16:00:00,42.03,25.13,310.86,83.53,,,,,,,,,,
11/3/2017 16:00:00,43.13,24.8,309.99,83.18,,,,,,,,,,
11/6/2017 16:00:00,43.56,24.96,310.08,83.75,,,,,,,,,,
11/7/2017 16:00:00,43.7,25.24,313.29,83.58,,,,,,,,,,
11/8/2017 16:00:00,44.06,25.66,315.64,83.47,,,,,,,,,,
11/9/2017 16:00:00,43.97,25.83,311.08,83.97,,,,,,,,,,
11/10/2017 16:00:00,43.67,25.79,311.17,82.94,,,,,,,,,,
11/13/2017 16:00:00,43.49,25.45,312.95,82.89,,,,,,,,,,
11/14/2017 16:00:00,42.84,25.52,313.74,82.24,,,,,,,,,,
11/15/2017 16:00:00,42.27,26.05,310.64,81.21,,,,,,,,,,
11/16/2017 16:00:00,42.78,26.04,312.65,80.56,,,,,,,,,,
11/17/2017 16:00:00,42.54,26.14,309.7,80.24,,,,,,,,,,
11/20/2017 16:00:00,42.5,25.91,314.65,80.55,,,,,,,,,,
11/21/2017 16:00:00,43.29,26.32,316.94,80.87,,,,,,,,,,
11/22/2017 16:00:00,43.74,26.27,314.87,81.1,,,,,,,,,,
11/24/2017 13:00:00,43.74,26.17,315.82,81.42,,,,,,,,,,
11/27/2017 16:00:00,43.52,26.73,316.7,81.11,,,,,,,,,,
11/28/2017 16:00:00,43.27,27.53,319.01,81.67,,,,,,,,,,
11/29/2017 16:00:00,42.37,27.46,320.76,82.27,,,,,,,,,,
11/30/2017 16:00:00,42.96,27.55,319.12,83.29,,,,,,,,,,
12/1/2017 16:00:00,42.76,28.13,313.57,83.46,,,,,,,,,,
12/4/2017 16:00:00,42.45,27.58,311.78,83.57,,,,,,,,,,
12/5/2017 16:00:00,42.41,27.25,310.14,82.89,,,,,,,,,,
12/6/2017 16:00:00,42.25,27.3,311.97,82.28,,,,,,,,,,
12/7/2017 16:00:00,42.33,27.72,314.42,82.55,,,,,,,,,,
12/8/2017 16:00:00,42.34,27.85,315.85,82.66,,,,,,,,,,
12/11/2017 16:00:00,43.17,28.75,316.17,83.03,,,,,,,,,,
12/12/2017 16:00:00,42.93,28.71,315.89,82.76,,,,,,,,,,
12/13/2017 16:00:00,43.07,28.48,317.79,83.12,,,,,,,,,,
12/14/2017 16:00:00,43.06,28.86,317.01,82.9,,,,,,,,,,
12/15/2017 16:00:00,43.49,29.03,322.82,83.03,,,,,,,,,,
12/18/2017 16:00:00,44.11,28.72,322.76,82.94,,,,,,,,,,
12/19/2017 16:00:00,43.64,29.09,319.97,82.44,,,,,,,,,,
12/20/2017 16:00:00,43.59,29.34,317.72,82.87,,,,,,,,,,
12/21/2017 16:00:00,43.75,29.39,317.19,83.85,,,,,,,,,,
12/22/2017 16:00:00,43.75,29.48,318.03,83.97,,,,,,,,,,
12/26/2017 16:00:00,42.64,29.35,318.51,83.98,,,,,,,,,,
12/27/2017 16:00:00,42.65,29.57,319.44,83.9,,,,,,,,,,
12/28/2017 16:00:00,42.77,29.34,322.1,84.02,,,,,,,,,,
12/29/2017 16:00:00,42.31,29.09,321.05,83.64,,,,,,,,,,
1/2/2018 16:00:00,43.07,28.41,318.54,85.03,,,,,,,,,,
1/3/2018 16:00:00,43.06,28.68,321.21,86.7,,,,,,,,,,
1/4/2018 16:00:00,43.26,28.78,326.72,86.82,,,,,,,,,,
1/5/2018 16:00:00,43.75,28.87,329.68,86.75,,,,,,,,,,
1/8/2018 16:00:00,43.59,28.29,328.16,87.14,,,,,,,,,,
1/9/2018 16:00:00,43.58,27.64,330.51,86.77,,,,,,,,,,
1/10/2018 16:00:00,43.57,27.53,331.05,86.08,,,,,,,,,,
1/11/2018 16:00:00,43.82,27.85,331.13,86.93,,,,,,,,,,
1/12/2018 16:00:00,44.27,27.71,336.25,87.52,,,,,,,,,,
1/16/2018 16:00:00,44.05,27.81,330.11,86.97,,,,,,,,,,
1/17/2018 16:00:00,44.78,28.04,334.86,88,,,,,,,,,,
1/18/2018 16:00:00,44.82,28.08,333,87.43,,,,,,,,,,
1/19/2018 16:00:00,44.62,28.58,332,87.15,,,,,,,,,,
1/22/2018 16:00:00,44.25,28.07,329,88.25,,,,,,,,,,
1/23/2018 16:00:00,44.26,27.94,328.7,88.3,,,,,,,,,,
1/24/2018 16:00:00,43.56,28.26,330.49,88.53,,,,,,,,,,
1/25/2018 16:00:00,42.78,28.54,334.72,88.37,,,,,,,,,,
1/26/2018 16:00:00,42.88,28.12,344.9,89,,,,,,,,,,
1/29/2018 16:00:00,41.99,28.26,351.42,88.01,,,,,,,,,,
1/30/2018 16:00:00,41.74,28.26,350.39,86.78,,,,,,,,,,
1/31/2018 16:00:00,41.86,29.55,354.85,87.3,,,,,,,,,,
2/1/2018 16:00:00,41.95,28.73,357.38,89.07,,,,,,,,,,
2/2/2018 16:00:00,40.13,27.64,352.66,84.53,,,,,,,,,,
2/5/2018 16:00:00,39.12,27.8,336.46,79.72,,,,,,,,,,
2/6/2018 16:00:00,40.76,27.87,337.59,78.35,,,,,,,,,,
2/7/2018 16:00:00,39.89,26.84,345.43,76.94,,,,,,,,,,
2/8/2018 16:00:00,38.79,27.21,334.3,76.07,,,,,,,,,,
2/9/2018 16:00:00,39.1,27.45,341.42,75.78,,,,,,,,,,
2/12/2018 16:00:00,40.68,27.62,345.81,76.42,,,,,,,,,,
2/13/2018 16:00:00,41.09,27.48,350.23,76.3,,,,,,,,,,
2/14/2018 16:00:00,41.84,27.92,354.66,76.46,,,,,,,,,,
2/15/2018 16:00:00,43.25,28.03,361,76.21,,,,,,,,,,
2/16/2018 16:00:00,43.11,27.75,360.53,76.54,,,,,,,,,,
2/20/2018 16:00:00,42.96,27.4,358.69,75.75,,,,,,,,,,
2/21/2018 16:00:00,42.77,27.52,357.06,74.89,,,,,,,,,,
2/22/2018 16:00:00,43.13,27.71,355.41,75.86,,,,,,,,,,
2/23/2018 16:00:00,43.88,28.27,358.69,77.53,,,,,,,,,,
2/26/2018 16:00:00,44.74,27.83,358.7,78.84,,,,,,,,,,
2/27/2018 16:00:00,44.6,27.4,358.17,77.5,,,,,,,,,,
2/28/2018 16:00:00,44.53,27.17,352.44,75.74,,,,,,,,,,
3/1/2018 16:00:00,43.75,27.43,339.69,75.2,,,,,,,,,,
3/2/2018 16:00:00,44.05,27.7,341.72,75.55,,,,,,,,,,
3/5/2018 16:00:00,44.21,27.83,342.36,76.27,,,,,,,,,,
3/6/2018 16:00:00,44.17,27.86,339.5,76.18,,,,,,,,,,
3/7/2018 16:00:00,43.76,28.01,342.2,74.26,,,,,,,,,,
3/8/2018 16:00:00,44.24,27.96,341.78,74.12,,,,,,,,,,
3/9/2018 16:00:00,45,28.2,340.49,74.56,,,,,,,,,,
3/12/2018 16:00:00,45.43,28.22,333.1,75.24,,,,,,,,,,
3/13/2018 16:00:00,44.99,27.95,333.46,74.53,,,,,,,,,,
3/14/2018 16:00:00,44.61,27.95,331.68,73.6,,,,,,,,,,
3/15/2018 16:00:00,44.66,27.92,333.23,74.42,,,,,,,,,,
3/16/2018 16:00:00,44.51,27.61,331.4,75.12,,,,,,,,,,
3/19/2018 16:00:00,43.83,27.43,335.25,74.15,,,,,,,,,,
3/20/2018 16:00:00,43.81,27.17,335.6,73.99,,,,,,,,,,
3/21/2018 16:00:00,42.82,26.69,335.47,75.04,,,,,,,,,,
3/22/2018 16:00:00,42.21,26.19,327.15,73.5,,,,,,,,,,
3/23/2018 16:00:00,41.24,26.18,336.31,72.89,,,,,,,,,,
3/26/2018 16:00:00,43.19,26.34,343.93,74,,,,,,,,,,
3/27/2018 16:00:00,42.09,26.84,338.85,73.7,,,,,,,,,,
3/28/2018 16:00:00,41.62,26.9,335.33,72.81,,,,,,,,,,
3/29/2018 16:00:00,41.95,26.49,337.93,74.61,,,,,,,,,,
4/2/2018 16:00:00,41.67,26.69,333,73.22,,,,,,,,,,
4/3/2018 16:00:00,42.1,27.08,334.71,75.02,,,,,,,,,,
4/4/2018 16:00:00,42.9,27.27,341.79,74.87,,,,,,,,,,
4/5/2018 16:00:00,43.2,26.89,346.65,76.02,,,,,,,,,,
4/6/2018 16:00:00,42.1,26.54,334.66,74.87,,,,,,,,,,
4/9/2018 16:00:00,42.51,27.03,335.91,74.87,,,,,,,,,,
4/10/2018 16:00:00,43.31,26.6,339.36,77.07,,,,,,,,,,
4/11/2018 16:00:00,43.11,26.53,339.44,77.43,,,,,,,,,,
4/12/2018 16:00:00,43.54,26.52,342.88,77.22,,,,,,,,,,
4/13/2018 16:00:00,43.68,26.9,342.6,77.84,,,,,,,,,,
4/16/2018 16:00:00,43.96,26.69,345.7,78.54,,,,,,,,,,
4/17/2018 16:00:00,44.56,26.57,349.14,78.33,,,,,,,,,,
4/18/2018 16:00:00,44.46,26.28,351.15,79.22,,,,,,,,,,
4/19/2018 16:00:00,43.2,26.17,353.38,79.42,,,,,,,,,,
4/20/2018 16:00:00,41.43,26.33,351.99,79,,,,,,,,,,
4/23/2018 16:00:00,41.31,26.41,358.6,79.57,,,,,,,,,,
4/24/2018 16:00:00,40.74,26.57,336.49,78.35,,,,,,,,,,
4/25/2018 16:00:00,40.91,24.98,329.5,79.5,,,,,,,,,,
4/26/2018 16:00:00,41.06,24.94,330.4,80.86,,,,,,,,,,
4/27/2018 16:00:00,40.58,24.68,322.03,77.79,,,,,,,,,,
4/30/2018 16:00:00,41.32,24.56,320.84,77.75,,,,,,,,,,
5/1/2018 16:00:00,42.28,24.2,308.46,76.95,,,,,,,,,,
5/2/2018 16:00:00,44.14,24.1,305.7,76.8,,,,,,,,,,
5/3/2018 16:00:00,44.22,24.26,309.93,76.54,,,,,,,,,,
5/4/2018 16:00:00,45.96,24.18,311.44,76.9,,,,,,,,,,
5/7/2018 16:00:00,46.29,23.92,317.71,77.74,,,,,,,,,,
5/8/2018 16:00:00,46.51,23.7,324.19,78.09,,,,,,,,,,
5/9/2018 16:00:00,46.84,24.06,326.12,79.93,,,,,,,,,,
5/10/2018 16:00:00,47.51,24.37,324.49,81.72,,,,,,,,,,
5/11/2018 16:00:00,47.15,24.29,324.04,81.28,,,,,,,,,,
5/14/2018 16:00:00,47.04,24.22,319.08,81.83,,,,,,,,,,
5/15/2018 16:00:00,46.61,24.38,319.77,81.79,,,,,,,,,,
5/16/2018 16:00:00,47.05,24.1,319.33,82.02,,,,,,,,,,
5/17/2018 16:00:00,46.75,24.19,320.42,81.88,,,,,,,,,,
5/18/2018 16:00:00,46.58,24.6,320.45,81.3,,,,,,,,,,
5/21/2018 16:00:00,46.91,24.47,324.28,82.28,,,,,,,,,,
5/22/2018 16:00:00,46.79,24.4,317.13,81.64,,,,,,,,,,
5/23/2018 16:00:00,47.09,24.74,325.32,82.15,,,,,,,,,,
5/24/2018 16:00:00,47.04,24.54,326.35,80.27,,,,,,,,,,
5/25/2018 16:00:00,47.15,24.4,320.8,78.71,,,,,,,,,,
5/29/2018 16:00:00,46.98,24.58,317.2,78.42,,,,,,,,,,
5/30/2018 16:00:00,46.88,24.58,321.04,81.5,,,,,,,,,,
5/31/2018 16:00:00,46.72,24.5,319.04,81.24,,,,,,,,,,
6/1/2018 16:00:00,47.56,24.46,316.63,81.83,,,,,,,,,,
6/4/2018 16:00:00,47.96,24.66,318.17,80.97,,,,,,,,,,
6/5/2018 16:00:00,48.33,25.19,320.02,80.68,,,,,,,,,,
6/6/2018 16:00:00,48.5,25.52,319.91,82.06,,,,,,,,,,
6/7/2018 16:00:00,48.37,25.53,321.95,82.88,,,,,,,,,,
6/8/2018 16:00:00,47.93,25.8,322.31,83.6,,,,,,,,,,
6/11/2018 16:00:00,47.81,25.92,319.3,83.1,,,,,,,,,,
6/12/2018 16:00:00,48.07,24.32,315.16,82.42,,,,,,,,,,
6/13/2018 16:00:00,47.68,24.54,314.35,81.51,,,,,,,,,,
6/14/2018 16:00:00,47.7,25.02,310.59,81.89,,,,,,,,,,
6/15/2018 16:00:00,47.21,24.29,310.14,80.66,,,,,,,,,,
6/18/2018 16:00:00,47.19,24.44,309.52,80.82,,,,,,,,,,
6/19/2018 16:00:00,46.42,24.15,302.52,80.7,,,,,,,,,,
6/20/2018 16:00:00,46.63,23.85,302.86,80.45,,,,,,,,,,
6/21/2018 16:00:00,46.37,23.92,300.38,79.69,,,,,,,,,,
6/22/2018 16:00:00,46.23,23.93,299.38,81.38,,,,,,,,,,
6/25/2018 16:00:00,45.54,23.86,298.77,79.74,,,,,,,,,,
6/26/2018 16:00:00,46.11,23.89,299.08,80.64,,,,,,,,,,
6/27/2018 16:00:00,46.04,24.29,294.78,81.71,,,,,,,,,,
6/28/2018 16:00:00,46.38,24.23,295.24,81.97,,,,,,,,,,
6/29/2018 16:00:00,46.28,24.31,295.43,82.73,,,,,,,,,,
7/2/2018 16:00:00,46.8,24.69,299.12,81.76,,,,,,,,,,
7/3/2018 13:00:00,45.98,24.6,299.46,82.24,,,,,,,,,,
7/5/2018 16:00:00,46.35,24.66,299.19,82.31,,,,,,,,,,
7/6/2018 16:00:00,46.99,24.26,299.19,82.33,,,,,,,,,,
7/9/2018 16:00:00,47.65,24.53,306.48,82.9,,,,,,,,,,
7/10/2018 16:00:00,47.59,24.05,308.83,83.66,,,,,,,,,,
7/11/2018 16:00:00,46.97,24.32,306.58,82.59,,,,,,,,,,
7/12/2018 16:00:00,47.76,23.9,313.31,82.69,,,,,,,,,,
7/13/2018 16:00:00,47.83,24.07,318.37,83.31,,,,,,,,,,
7/16/2018 16:00:00,47.73,23.97,319.05,82.49,,,,,,,,,,
7/17/2018 16:00:00,47.86,23.93,317.5,82.31,,,,,,,,,,
7/18/2018 16:00:00,47.6,23.6,319.77,82.22,,,,,,,,,,
7/19/2018 16:00:00,47.97,23.47,319.6,82.01,,,,,,,,,,
7/20/2018 16:00:00,47.86,23.4,322.55,81.4,,,,,,,,,,
7/23/2018 16:00:00,47.86,23.91,318.33,81.4,,,,,,,,,,
7/24/2018 16:00:00,48.25,22.83,322.57,83.01,,,,,,,,,,
7/25/2018 16:00:00,48.71,22.9,324.36,83.59,,,,,,,,,,
7/26/2018 16:00:00,48.55,23.46,322.94,84.24,,,,,,,,,,
7/27/2018 16:00:00,47.75,24.15,324.09,81.92,,,,,,,,,,
7/30/2018 16:00:00,47.48,24.13,320.11,81.74,,,,,,,,,,
7/31/2018 16:00:00,47.57,24.07,326.1,81.51,,,,,,,,,,
8/1/2018 16:00:00,50.38,24.04,324.93,80.39,,,,,,,,,,
8/2/2018 16:00:00,51.85,24.35,322.02,79.91,,,,,,,,,,
8/3/2018 16:00:00,52,24.23,320.55,80.2,,,,,,,,,,
8/6/2018 16:00:00,52.27,24.45,316.92,80.18,,,,,,,,,,
8/7/2018 16:00:00,51.78,24.42,317.41,81.27,,,,,,,,,,
8/8/2018 16:00:00,51.81,24.52,315.31,80.73,,,,,,,,,,
8/9/2018 16:00:00,52.22,24.35,315.71,80.32,,,,,,,,,,
8/10/2018 16:00:00,51.88,24.31,313.12,79.42,,,,,,,,,,
8/13/2018 16:00:00,52.22,24.33,313.64,78.56,,,,,,,,,,
8/14/2018 16:00:00,52.44,24.5,318.59,78.31,,,,,,,,,,
8/15/2018 16:00:00,52.56,24.97,317.7,76.94,,,,,,,,,,
8/16/2018 16:00:00,53.33,24.93,325.86,78,,,,,,,,,,
8/17/2018 16:00:00,54.4,24.99,325.23,78.26,,,,,,,,,,
8/20/2018 16:00:00,53.87,25.21,324.22,78.81,,,,,,,,,,
8/21/2018 16:00:00,53.76,24.66,324.39,78.83,,,,,,,,,,
8/22/2018 16:00:00,53.76,24.52,321.92,79.96,,,,,,,,,,
8/23/2018 16:00:00,53.87,24.63,320.01,79.08,,,,,,,,,,
8/24/2018 16:00:00,54.04,24.78,321.29,79.62,,,,,,,,,,
8/27/2018 16:00:00,54.49,24.66,324.34,80.4,,,,,,,,,,
8/28/2018 16:00:00,54.93,24.32,324.34,80.28,,,,,,,,,,
8/29/2018 16:00:00,55.75,24.12,324.32,80.86,,,,,,,,,,
8/30/2018 16:00:00,56.26,24.1,321.85,80.51,,,,,,,,,,
8/31/2018 16:00:00,56.91,24.04,320.41,80.17,,,,,,,,,,
9/4/2018 16:00:00,57.09,24.17,321.91,80.29,,,,,,,,,,
9/5/2018 16:00:00,56.72,24.29,321.33,81.36,,,,,,,,,,
9/6/2018 16:00:00,55.78,24.24,328.91,80.46,,,,,,,,,,
9/7/2018 16:00:00,55.33,24.44,328.53,81.83,,,,,,,,,,
9/10/2018 16:00:00,54.58,24.66,322.95,81.71,,,,,,,,,,
9/11/2018 16:00:00,55.96,25.22,322.23,82.86,,,,,,,,,,
9/12/2018 16:00:00,55.27,25.42,325.28,83.13,,,,,,,,,,
9/13/2018 16:00:00,56.6,25.36,331.28,82.32,,,,,,,,,,
9/14/2018 16:00:00,55.96,25.37,335.8,82.92,,,,,,,,,,
9/17/2018 16:00:00,54.47,25.45,339.34,83.41,,,,,,,,,,
9/18/2018 16:00:00,54.56,25.18,343.22,83.63,,,,,,,,,,
9/19/2018 16:00:00,54.59,25.24,339.3,84.63,,,,,,,,,,
9/20/2018 16:00:00,55.01,25.49,333.13,84.82,,,,,,,,,,
9/21/2018 16:00:00,54.42,25.59,337.66,85.17,,,,,,,,,,
9/24/2018 16:00:00,55.2,25.48,337.58,86.6,,,,,,,,,,
9/25/2018 16:00:00,55.55,25.17,343.54,86.5,,,,,,,,,,
9/26/2018 16:00:00,55.11,25.22,342.88,85.78,,,,,,,,,,
9/27/2018 16:00:00,56.24,25.34,346.05,85.77,,,,,,,,,,
9/28/2018 16:00:00,56.44,25.27,345.96,85.02,,,,,,,,,,
10/1/2018 16:00:00,56.82,25.6,347.93,85.81,,,,,,,,,,
10/2/2018 16:00:00,57.32,25.6,349.07,86.46,,,,,,,,,,
10/3/2018 16:00:00,58.02,25.75,347.44,86.15,,,,,,,,,,
10/4/2018 16:00:00,57,25.65,349.46,85.58,,,,,,,,,,
10/5/2018 16:00:00,56.07,25.74,347.21,85.34,,,,,,,,,,
10/8/2018 16:00:00,55.94,25.28,349.93,86.13,,,,,,,,,,
10/9/2018 16:00:00,56.72,24.79,347.31,86.51,,,,,,,,,,
10/10/2018 16:00:00,54.09,23.96,336.75,84.52,,,,,,,,,,
10/11/2018 16:00:00,53.61,24.34,326.26,81.6,,,,,,,,,,
10/12/2018 16:00:00,55.53,24.42,327.62,81.38,,,,,,,,,,
10/15/2018 16:00:00,54.34,24.44,331.24,80.82,,,,,,,,,,
10/16/2018 16:00:00,55.54,24.58,337.13,81.2,,,,,,,,,,
10/17/2018 16:00:00,55.3,24.53,333.4,81.5,,,,,,,,,,
10/18/2018 16:00:00,54.01,24.81,328,81.85,,,,,,,,,,
10/19/2018 16:00:00,54.83,24.66,328.14,81.97,,,,,,,,,,
10/22/2018 16:00:00,55.16,24.92,326.78,81.15,,,,,,,,,,
10/23/2018 16:00:00,55.68,22.91,321.35,79.84,,,,,,,,,,
10/24/2018 16:00:00,53.77,22.63,311.13,77.62,,,,,,,,,,
10/25/2018 16:00:00,54.95,21.95,306.41,78.31,,,,,,,,,,
10/26/2018 16:00:00,54.08,22.37,305.05,77.53,,,,,,,,,,
10/29/2018 16:00:00,53.06,23,286.67,77.05,,,,,,,,,,
10/30/2018 16:00:00,53.33,23.15,291.07,78.78,,,,,,,,,,
10/31/2018 16:00:00,54.72,23.01,293.85,79.68,,,,,,,,,,
11/1/2018 16:00:00,55.56,23.03,299.42,80.67,,,,,,,,,,
11/2/2018 16:00:00,51.87,23.12,299.28,81.95,,,,,,,,,,
11/5/2018 16:00:00,50.4,23.37,303.21,81.64,,,,,,,,,,
11/6/2018 16:00:00,50.94,23.47,306.56,81.99,,,,,,,,,,
11/7/2018 16:00:00,52.49,23.43,309.82,83.03,,,,,,,,,,
11/8/2018 16:00:00,52.12,23.16,308.56,81.71,,,,,,,,,,
11/9/2018 16:00:00,51.12,23.23,313.12,80.87,,,,,,,,,,
11/12/2018 16:00:00,48.54,22.89,305.12,79.83,,,,,,,,,,
11/13/2018 16:00:00,48.06,23.03,305.74,78,,,,,,,,,,
11/14/2018 16:00:00,46.7,22.73,303.39,77.39,,,,,,,,,,
11/15/2018 16:00:00,47.85,22.86,305.48,78.19,,,,,,,,,,
11/16/2018 16:00:00,48.38,22.9,301.24,78.96,,,,,,,,,,
11/19/2018 16:00:00,46.47,22.2,294.59,79.22,,,,,,,,,,
11/20/2018 16:00:00,44.25,22.47,293.86,76.97,,,,,,,,,,
11/21/2018 16:00:00,44.2,22.16,294.29,77.56,,,,,,,,,,
11/23/2018 13:00:00,43.07,22.6,295.38,75.49,,,,,,,,,,
11/26/2018 16:00:00,43.66,22.97,295.28,76.98,,,,,,,,,,
11/27/2018 16:00:00,43.56,23.2,295.29,77.05,,,,,,,,,,
11/28/2018 16:00:00,45.24,23.07,299.94,78.45,,,,,,,,,,
11/29/2018 16:00:00,44.89,23.58,302.42,79.06,,,,,,,,,,
11/30/2018 16:00:00,44.65,23.93,300.43,79.5,,,,,,,,,,
12/3/2018 16:00:00,46.21,23.19,296.79,81.22,,,,,,,,,,
12/4/2018 16:00:00,44.17,23.04,286.73,79.43,,,,,,,,,,
12/6/2018 16:00:00,43.68,22.75,286.35,78.39,,,,,,,,,,
12/7/2018 16:00:00,42.12,22.57,285.4,77.64,,,,,,,,,,
12/10/2018 16:00:00,42.4,22.41,298.4,76.54,,,,,,,,,,
12/11/2018 16:00:00,42.16,22.76,292.15,76.68,,,,,,,,,,
12/12/2018 16:00:00,42.28,22.57,292.5,76.02,,,,,,,,,,
12/13/2018 16:00:00,42.74,22.81,292.23,76.98,,,,,,,,,,
12/14/2018 16:00:00,41.37,22.54,287.7,75.58,,,,,,,,,,
12/17/2018 16:00:00,40.99,22.45,279.23,74.04,,,,,,,,,,
12/18/2018 16:00:00,41.52,22.5,279.47,72,,,,,,,,,,
12/19/2018 16:00:00,40.22,21.62,273.96,70.78,,,,,,,,,,
12/20/2018 16:00:00,39.21,21.37,265.29,68.63,,,,,,,,,,
12/21/2018 16:00:00,37.68,20.65,256.55,68.12,,,,,,,,,,
12/24/2018 13:00:00,36.71,21.19,245.22,65.51,,,,,,,,,,
12/26/2018 16:00:00,39.29,21.24,251.62,68.64,,,,,,,,,,
12/27/2018 16:00:00,39.04,21.48,259.79,68.94,,,,,,,,,,
12/28/2018 16:00:00,39.06,21.54,261.26,68.17,,,,,,,,,,
