Date,AAPL,T,LMT,XOM,,,,,,,,,,
12/31/2018 16:00:00,39.44,22.29,261.84,68.19,,,,,,,,,,
1/2/2019 16:00:00,39.48,22.32,264.73,69.69,,,,,,,,,,
1/3/2019 16:00:00,35.55,22.9,258.08,68.62,,,,,,,,,,
1/4/2019 16:00:00,37.07,23.31,265.04,71.15,,,,,,,,,,
1/7/2019 16:00:00,36.98,23.61,268.08,71.52,,,,,,,,,,
1/8/2019 16:00:00,37.69,22.72,269.87,72.04,,,,,,,,,,
1/9/2019 16:00:00,38.33,22.94,270.54,72.42,,,,,,,,,,
1/10/2019 16:00:00,38.45,23.3,277.5,72.05,,,,,,,,,,
1/11/2019 16:00:00,38.07,23.11,277.73,71.72,,,,,,,,,,
1/14/2019 16:00:00,37.5,23.09,277.51,71.63,,,,,,,,,,
1/15/2019 16:00:00,38.27,23.06,276,71.67,,,,,,,,,,
1/16/2019 16:00:00,38.74,23.12,272.39,71.64,,,,,,,,,,
1/17/2019 16:00:00,38.97,23.37,278.8,72.13,,,,,,,,,,
1/18/2019 16:00:00,39.21,23.08,282.87,72.99,,,,,,,,,,
1/22/2019 16:00:00,38.33,23.31,279.59,71.89,,,,,,,,,,
1/23/2019 16:00:00,38.48,23.09,283.51,71.3,,,,,,,,,,
1/24/2019 16:00:00,38.17,23.14,285.25,71.4,,,,,,,,,,
1/25/2019 16:00:00,39.44,23.15,287.04,71.72,,,,,,,,,,
1/28/2019 16:00:00,39.08,23.17,287.87,71.24,,,,,,,,,,
1/29/2019 16:00:00,38.67,22.17,292.05,71.51,,,,,,,,,,
1/30/2019 16:00:00,41.31,22.69,291.67,72.29,,,,,,,,,,
1/31/2019 16:00:00,41.61,22.64,289.69,73.28,,,,,,,,,,
2/1/2019 16:00:00,41.63,22.35,290.58,75.92,,,,,,,,,,
2/4/2019 16:00:00,42.81,22.36,298.77,74.82,,,,,,,,,,
2/5/2019 16:00:00,43.55,22.31,299.46,75.59,,,,,,,,,,
2/6/2019 16:00:00,43.56,22.23,299.83,75.26,,,,,,,,,,
2/7/2019 16:00:00,42.74,22.3,300.13,74.68,,,,,,,,,,
2/8/2019 16:00:00,42.6,22.42,301.5,73.98,,,,,,,,,,
2/11/2019 16:00:00,42.36,22.5,300.04,74.1,,,,,,,,,,
2/12/2019 16:00:00,42.72,22.52,304.11,75.4,,,,,,,,,,
2/13/2019 16:00:00,42.55,22.48,304.42,76.25,,,,,,,,,,
2/14/2019 16:00:00,42.7,23,301,76.27,,,,,,,,,,
2/15/2019 16:00:00,42.61,23.12,307.23,77.71,,,,,,,,,,
2/19/2019 16:00:00,42.73,23.28,305.18,78.23,,,,,,,,,,
2/20/2019 16:00:00,43.01,23.27,307.2,78.53,,,,,,,,,,
2/21/2019 16:00:00,42.77,23.51,304.51,77.82,,,,,,,,,,
2/22/2019 16:00:00,43.24,23.49,307.13,78.42,,,,,,,,,,
2/25/2019 16:00:00,43.56,23.56,305.97,78.5,,,,,,,,,,
2/26/2019 16:00:00,43.58,23.44,305.88,78.66,,,,,,,,,,
2/27/2019 16:00:00,43.72,23.49,307.58,79.47,,,,,,,,,,
2/28/2019 16:00:00,43.29,23.26,309.41,79.03,,,,,,,,,,
3/1/2019 16:00:00,43.74,22.63,309.47,80,,,,,,,,,,
3/4/2019 16:00:00,43.96,22.6,304.69,80.31,,,,,,,,,,
3/5/2019 16:00:00,43.88,22.5,305.76,80.19,,,,,,,,,,
3/6/2019 16:00:00,43.63,22.58,303.32,79.28,,,,,,,,,,
3/7/2019 16:00:00,43.13,22.61,303.01,80.16,,,,,,,,,,
3/8/2019 16:00:00,43.23,22.81,300.95,79.01,,,,,,,,,,
3/11/2019 16:00:00,44.73,23.12,304.4,79.78,,,,,,,,,,
3/12/2019 16:00:00,45.23,22.85,301.92,80,,,,,,,,,,
3/13/2019 16:00:00,45.43,22.85,303.45,80.71,,,,,,,,,,
3/14/2019 16:00:00,45.93,23.15,298.51,80.44,,,,,,,,,,
3/15/2019 16:00:00,46.53,23.24,296.15,80.15,,,,,,,,,,
3/18/2019 16:00:00,47.01,23.15,297.64,81.08,,,,,,,,,,
3/19/2019 16:00:00,46.63,23.03,296.6,80.87,,,,,,,,,,
3/20/2019 16:00:00,47.04,23.44,295.98,81.32,,,,,,,,,,
3/21/2019 16:00:00,48.77,23.45,299.01,81.79,,,,,,,,,,
3/22/2019 16:00:00,47.76,23.22,294.01,80.48,,,,,,,,,,
3/25/2019 16:00:00,47.19,23.69,294.12,79.92,,,,,,,,,,
3/26/2019 16:00:00,46.7,23.7,294.92,80.96,,,,,,,,,,
3/27/2019 16:00:00,47.12,23.4,293.95,80.34,,,,,,,,,,
3/28/2019 16:00:00,47.18,23.67,295.6,80.74,,,,,,,,,,
3/29/2019 16:00:00,47.49,24.11,300.16,80.8,,,,,,,,,,
4/1/2019 16:00:00,47.81,23.87,304.29,81.73,,,,,,,,,,
4/2/2019 16:00:00,48.51,24.05,303.1,81.38,,,,,,,,,,
4/3/2019 16:00:00,48.84,24.14,297.27,80.9,,,,,,,,,,
4/4/2019 16:00:00,48.92,24.41,299.67,82.05,,,,,,,,,,
4/5/2019 16:00:00,49.25,24.44,302.58,82.49,,,,,,,,,,
4/8/2019 16:00:00,50.03,23.96,305.66,83,,,,,,,,,,
4/9/2019 16:00:00,49.88,24.06,302.68,81.93,,,,,,,,,,
4/10/2019 16:00:00,50.16,24.3,299.12,81.56,,,,,,,,,,
4/11/2019 16:00:00,49.74,24.3,305.59,81.95,,,,,,,,,,
4/12/2019 16:00:00,49.72,24.17,309.7,80.92,,,,,,,,,,
4/15/2019 16:00:00,49.81,24.34,308.71,80.65,,,,,,,,,,
4/16/2019 16:00:00,49.81,24.11,310.06,81.2,,,,,,,,,,
4/17/2019 16:00:00,50.78,24.17,310.5,81.43,,,,,,,,,,
4/18/2019 16:00:00,50.97,24.21,314.26,81.13,,,,,,,,,,
4/22/2019 16:00:00,51.13,24.23,315.26,82.9,,,,,,,,,,
4/23/2019 16:00:00,51.87,23.24,333.1,83.38,,,,,,,,,,
4/24/2019 16:00:00,51.79,22.9,330.12,81.76,,,,,,,,,,
4/25/2019 16:00:00,51.32,23.15,328.87,82.22,,,,,,,,,,
4/26/2019 16:00:00,51.08,23.3,328.33,80.49,,,,,,,,,,
4/29/2019 16:00:00,51.15,23.37,328.59,79.97,,,,,,,,,,
4/30/2019 16:00:00,50.17,23.24,333.33,80.28,,,,,,,,,,
5/1/2019 16:00:00,52.63,23.11,331.85,78.67,,,,,,,,,,
5/2/2019 16:00:00,52.29,23.17,332.55,77.29,,,,,,,,,,
5/3/2019 16:00:00,52.94,23.09,334.07,77.47,,,,,,,,,,
5/6/2019 16:00:00,52.12,23.04,335.72,77.13,,,,,,,,,,
5/7/2019 16:00:00,50.72,22.87,330.9,76.72,,,,,,,,,,
5/8/2019 16:00:00,50.73,22.93,334.18,76.84,,,,,,,,,,
5/9/2019 16:00:00,50.18,23.11,339.36,76.77,,,,,,,,,,
5/10/2019 16:00:00,49.3,23,341.35,76.56,,,,,,,,,,
5/13/2019 16:00:00,46.43,23.46,335.37,75.71,,,,,,,,,,
5/14/2019 16:00:00,47.17,23.58,336.17,75.81,,,,,,,,,,
5/15/2019 16:00:00,47.73,23.86,334.15,76.37,,,,,,,,,,
5/16/2019 16:00:00,47.52,24,339.39,76.36,,,,,,,,,,
5/17/2019 16:00:00,47.25,24.29,337.99,75.91,,,,,,,,,,
5/20/2019 16:00:00,45.77,24.46,342.01,75.9,,,,,,,,,,
5/21/2019 16:00:00,46.65,24.36,343.95,76.25,,,,,,,,,,
5/22/2019 16:00:00,45.7,24.26,341.3,75.56,,,,,,,,,,
5/23/2019 16:00:00,44.92,24.35,340.07,73.79,,,,,,,,,,
5/24/2019 16:00:00,44.74,24.1,338.78,74.1,,,,,,,,,,
5/28/2019 16:00:00,44.56,24.08,337.89,72.61,,,,,,,,,,
5/29/2019 16:00:00,44.35,24.04,339.34,72.16,,,,,,,,,,
5/30/2019 16:00:00,44.58,23.08,341.96,71.97,,,,,,,,,,
5/31/2019 16:00:00,43.77,23.46,338.54,70.77,,,,,,,,,,
6/3/2019 16:00:00,43.33,23.76,344.57,71.88,,,,,,,,,,
6/4/2019 16:00:00,44.91,23.91,349.35,73.59,,,,,,,,,,
6/5/2019 16:00:00,45.64,24.23,352.7,72.98,,,,,,,,,,
6/6/2019 16:00:00,46.31,24.52,352.52,74.31,,,,,,,,,,
6/7/2019 16:00:00,47.54,24.1,355.23,74.58,,,,,,,,,,
6/10/2019 16:00:00,48.15,24.23,351.6,74.91,,,,,,,,,,
6/11/2019 16:00:00,48.7,24.29,344.04,74.84,,,,,,,,,,
6/12/2019 16:00:00,48.55,24.37,345.51,74.03,,,,,,,,,,
6/13/2019 16:00:00,48.54,24.41,349.08,74.68,,,,,,,,,,
6/14/2019 16:00:00,48.19,24.38,350.14,74.35,,,,,,,,,,
6/17/2019 16:00:00,48.47,24.48,348.69,75.09,,,,,,,,,,
6/18/2019 16:00:00,49.61,24.46,353.52,75.74,,,,,,,,,,
6/19/2019 16:00:00,49.47,24.56,355.73,75.32,,,,,,,,,,
6/20/2019 16:00:00,49.87,24.49,362.8,76.61,,,,,,,,,,
6/21/2019 16:00:00,49.7,24.59,359.36,77.69,,,,,,,,,,
6/24/2019 16:00:00,49.65,24.57,359.98,76.95,,,,,,,,,,
6/25/2019 16:00:00,48.89,24.55,360.56,76.27,,,,,,,,,,
6/26/2019 16:00:00,49.95,24.89,359.5,76.6,,,,,,,,,,
6/27/2019 16:00:00,49.94,25.29,359.09,75.82,,,,,,,,,,
6/28/2019 16:00:00,49.48,25.23,363.54,76.63,,,,,,,,,,
7/1/2019 16:00:00,50.39,25.54,361.47,76.56,,,,,,,,,,
7/2/2019 16:00:00,50.68,25.64,367.57,75.72,,,,,,,,,,
7/3/2019 13:00:00,51.1,25.89,370.38,76.44,,,,,,,,,,
7/5/2019 16:00:00,51.06,25.85,369.92,76.13,,,,,,,,,,
7/8/2019 16:00:00,50.01,25.31,369.18,76.48,,,,,,,,,,
7/9/2019 16:00:00,50.31,25.48,369.73,76.43,,,,,,,,,,
7/10/2019 16:00:00,50.81,25.25,368.16,77.51,,,,,,,,,,
7/11/2019 16:00:00,50.44,25.4,368.23,77.57,,,,,,,,,,
7/12/2019 16:00:00,50.83,25.44,369.45,77.63,,,,,,,,,,
7/15/2019 16:00:00,51.3,25.34,367.69,77.08,,,,,,,,,,
7/16/2019 16:00:00,51.13,25.1,365.35,75.93,,,,,,,,,,
7/17/2019 16:00:00,50.84,24.97,358.47,75.48,,,,,,,,,,
7/18/2019 16:00:00,51.42,24.75,356.21,74.84,,,,,,,,,,
7/19/2019 16:00:00,50.65,24.25,356.96,74.99,,,,,,,,,,
7/22/2019 16:00:00,51.81,24.22,357.63,75.07,,,,,,,,,,
7/23/2019 16:00:00,52.21,25.09,357.8,75.37,,,,,,,,,,
7/24/2019 16:00:00,52.17,25.52,368.9,75.36,,,,,,,,,,
7/25/2019 16:00:00,51.76,25.77,370.32,74.93,,,,,,,,,,
7/26/2019 16:00:00,51.94,25.92,369.46,74.81,,,,,,,,,,
7/29/2019 16:00:00,52.42,25.8,369.62,75.34,,,,,,,,,,
7/30/2019 16:00:00,52.2,25.7,365.99,75.35,,,,,,,,,,
7/31/2019 16:00:00,53.26,25.75,362.17,74.36,,,,,,,,,,
8/1/2019 16:00:00,52.11,25.79,363.09,72.46,,,,,,,,,,
8/2/2019 16:00:00,51.01,25.27,361.91,71.75,,,,,,,,,,
8/5/2019 16:00:00,48.34,25.63,358.43,70.28,,,,,,,,,,
8/6/2019 16:00:00,49.25,25.7,366.78,70.96,,,,,,,,,,
8/7/2019 16:00:00,49.76,26.07,369.3,70.5,,,,,,,,,,
8/8/2019 16:00:00,50.86,26.07,377.17,72.38,,,,,,,,,,
8/9/2019 16:00:00,50.25,26.02,377.01,70.84,,,,,,,,,,
8/12/2019 16:00:00,50.12,26.31,377,69.63,,,,,,,,,,
8/13/2019 16:00:00,52.24,25.73,377.22,70.49,,,,,,,,,,
8/14/2019 16:00:00,50.69,25.92,368.94,67.65,,,,,,,,,,
8/15/2019 16:00:00,50.44,26.39,373.46,67.25,,,,,,,,,,
8/16/2019 16:00:00,51.63,26.7,377,68.3,,,,,,,,,,
8/19/2019 16:00:00,52.59,26.4,380.47,69.45,,,,,,,,,,
8/20/2019 16:00:00,52.59,26.53,381.75,69.03,,,,,,,,,,
8/21/2019 16:00:00,53.16,26.71,383,69.72,,,,,,,,,,
8/22/2019 16:00:00,53.12,26.28,385.88,69.57,,,,,,,,,,
8/23/2019 16:00:00,50.66,26.36,376.89,67.49,,,,,,,,,,
8/26/2019 16:00:00,51.62,26.2,380.32,67.85,,,,,,,,,,
8/27/2019 16:00:00,51.04,26.38,379.99,67.19,,,,,,,,,,
8/28/2019 16:00:00,51.38,26.53,380.97,67.68,,,,,,,,,,
8/29/2019 16:00:00,52.25,26.61,384.43,68.43,,,,,,,,,,
8/30/2019 16:00:00,52.19,26.7,384.11,68.48,,,,,,,,,,
9/3/2019 16:00:00,51.43,26.96,384.69,68.56,,,,,,,,,,
9/4/2019 16:00:00,52.3,27.09,389.08,69.29,,,,,,,,,,
9/5/2019 16:00:00,53.32,27.36,385.15,70.27,,,,,,,,,,
9/6/2019 16:00:00,53.32,27.77,386.56,70.93,,,,,,,,,,
9/9/2019 16:00:00,53.54,28.36,380.21,71.49,,,,,,,,,,
9/10/2019 16:00:00,54.18,29.24,381.32,72.07,,,,,,,,,,
9/11/2019 16:00:00,55.9,28.97,381.55,71.93,,,,,,,,,,
9/12/2019 16:00:00,55.77,28.61,386.63,71.98,,,,,,,,,,
9/13/2019 16:00:00,54.69,28.16,384.86,72.64,,,,,,,,,,
9/16/2019 16:00:00,54.98,28.04,392.66,73.73,,,,,,,,,,
9/17/2019 16:00:00,55.18,27.74,393.98,73.17,,,,,,,,,,
9/18/2019 16:00:00,55.69,28.04,397.04,72.82,,,,,,,,,,
9/19/2019 16:00:00,55.24,28.61,393.43,72.33,,,,,,,,,,
9/20/2019 16:00:00,54.43,28.38,388.25,72.08,,,,,,,,,,
9/23/2019 16:00:00,54.68,28.21,387.67,72.13,,,,,,,,,,
9/24/2019 16:00:00,54.42,28.21,389.17,71.14,,,,,,,,,,
9/25/2019 16:00:00,55.26,28.21,390.43,71.35,,,,,,,,,,
9/26/2019 16:00:00,54.97,28.25,392.92,70.97,,,,,,,,,,
9/27/2019 16:00:00,54.71,28.56,387.87,71.48,,,,,,,,,,
9/30/2019 16:00:00,55.99,28.23,390.06,70.61,,,,,,,,,,
10/1/2019 16:00:00,56.15,27.98,384.19,68.95,,,,,,,,,,
10/2/2019 16:00:00,54.74,28.07,378.16,67.15,,,,,,,,,,
10/3/2019 16:00:00,55.21,28.31,380.06,67.98,,,,,,,,,,
10/4/2019 16:00:00,56.75,28.42,384.95,68.97,,,,,,,,,,
10/7/2019 16:00:00,56.77,28.29,383.78,68.02,,,,,,,,,,
10/8/2019 16:00:00,56.1,27.96,382.12,66.7,,,,,,,,,,
10/9/2019 16:00:00,56.76,28.24,384.61,67.44,,,,,,,,,,
10/10/2019 16:00:00,57.52,28.36,386.88,68.25,,,,,,,,,,
10/11/2019 16:00:00,59.05,28.28,381.47,68.98,,,,,,,,,,
10/14/2019 16:00:00,58.97,28.6,382.61,69.18,,,,,,,,,,
10/15/2019 16:00:00,58.83,28.52,382.75,69.42,,,,,,,,,,
10/16/2019 16:00:00,58.59,28.53,382.84,68.23,,,,,,,,,,
10/17/2019 16:00:00,58.82,29.03,377.06,68.14,,,,,,,,,,
10/18/2019 16:00:00,59.1,28.85,372.48,67.61,,,,,,,,,,
10/21/2019 16:00:00,60.13,28.81,374.05,68.74,,,,,,,,,,
10/22/2019 16:00:00,59.99,28.48,373.68,69.09,,,,,,,,,,
10/23/2019 16:00:00,60.8,27.79,373.09,69.75,,,,,,,,,,
10/24/2019 16:00:00,60.9,27.86,374.74,69.09,,,,,,,,,,
10/25/2019 16:00:00,61.65,29.05,370.73,69.25,,,,,,,,,,
10/28/2019 16:00:00,62.26,28.72,371.84,68.64,,,,,,,,,,
10/29/2019 16:00:00,60.82,28.83,371.1,68.44,,,,,,,,,,
10/30/2019 16:00:00,60.82,29.05,378.64,67.72,,,,,,,,,,
10/31/2019 16:00:00,62.19,29.4,376.68,67.57,,,,,,,,,,
11/1/2019 16:00:00,63.96,29.35,379.17,69.6,,,,,,,,,,
11/4/2019 16:00:00,64.38,29.56,374.48,71.67,,,,,,,,,,
11/5/2019 16:00:00,64.28,29.62,373.63,73.09,,,,,,,,,,
11/6/2019 16:00:00,64.31,29.62,379.79,71.49,,,,,,,,,,
11/7/2019 16:00:00,64.86,29.72,378.75,73.01,,,,,,,,,,
11/8/2019 16:00:00,65.04,29.71,381.86,70.77,,,,,,,,,,
11/11/2019 16:00:00,65.55,29.56,381.38,70.34,,,,,,,,,,
11/12/2019 16:00:00,65.49,29.55,386.3,69.37,,,,,,,,,,
11/13/2019 16:00:00,66.12,29.4,387.69,68.8,,,,,,,,,,
11/14/2019 16:00:00,65.66,29.81,390.16,68.5,,,,,,,,,,
11/15/2019 16:00:00,66.44,29.91,393.55,69.19,,,,,,,,,,
11/18/2019 16:00:00,66.78,28.68,392.76,68.52,,,,,,,,,,
11/19/2019 16:00:00,66.57,28.06,390.81,67.82,,,,,,,,,,
11/20/2019 16:00:00,65.8,28.38,392.7,68.03,,,,,,,,,,
11/21/2019 16:00:00,65.5,28.49,390.26,69.67,,,,,,,,,,
11/22/2019 16:00:00,65.44,28.12,390.74,69.37,,,,,,,,,,
11/25/2019 16:00:00,66.59,28.23,389.98,68.91,,,,,,,,,,
11/26/2019 16:00:00,66.07,28.42,392.5,68.74,,,,,,,,,,
11/27/2019 16:00:00,66.96,28.21,394.24,68.7,,,,,,,,,,
11/29/2019 13:00:00,66.81,28.17,391.03,68.13,,,,,,,,,,
12/2/2019 16:00:00,66.04,28.34,383.62,68.42,,,,,,,,,,
12/3/2019 16:00:00,64.86,28.75,381.62,67.88,,,,,,,,,,
12/4/2019 16:00:00,65.44,28.82,384.58,68.65,,,,,,,,,,
12/5/2019 16:00:00,66.4,28.83,385.94,68.41,,,,,,,,,,
12/6/2019 16:00:00,67.68,28.71,386.86,69.51,,,,,,,,,,
12/9/2019 16:00:00,66.73,28.72,383.34,69.66,,,,,,,,,,
12/10/2019 16:00:00,67.12,28.81,384.44,69.06,,,,,,,,,,
12/11/2019 16:00:00,67.69,28.94,386.24,68.96,,,,,,,,,,
12/12/2019 16:00:00,67.86,28.87,384.05,70.34,,,,,,,,,,
12/13/2019 16:00:00,68.79,29.12,386.47,69.23,,,,,,,,,,
12/16/2019 16:00:00,69.97,29.06,385.95,70,,,,,,,,,,
12/17/2019 16:00:00,70.1,29.24,386.89,69.68,,,,,,,,,,
12/18/2019 16:00:00,69.94,29.38,380.57,69.87,,,,,,,,,,
12/19/2019 16:00:00,70.01,29.55,383.15,69.39,,,,,,,,,,
12/20/2019 16:00:00,69.86,29.49,386.47,69.94,,,,,,,,,,
12/23/2019 16:00:00,71,29.4,391.9,70.29,,,,,,,,,,
12/24/2019 13:00:00,71.07,29.55,390.17,70.02,,,,,,,,,,
12/26/2019 16:00:00,72.48,29.61,392.3,70.13,,,,,,,,,,
12/27/2019 16:00:00,72.45,29.46,393.6,69.89,,,,,,,,,,
12/30/2019 16:00:00,72.88,29.49,391.9,69.48,,,,,,,,,,
12/31/2019 16:00:00,73.41,,389.38,69.78,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
